Nº Pedido,Cliente - Motorista,Data Emissão Pedido,Data Entrega Prevista,Destino,Itens,R$ Faturados,Saída para Entrega,Data Entrega Real, Qtd Devolução,Mot. Devolução,Dias Para Entrega,Status
A416,CASAS BAHIA-MARCOS LEROY,2019-10-08,2019-10-18,RJ,20,1008.0000000000005,2019-10-11,2019-10-22,10,Produto Errado,14,Atrasado
A417,WALMART-FELIPE SILVA,2019-10-08,2019-10-18,SP,20,676.0000000000003,2019-10-16,2019-10-22,2,Produto Errado,14,Atrasado
A419,WALMART-TÚLIO SILVEIRA,2019-10-10,2019-10-20,SP,7,112.69999999999999,2019-10-15,2019-10-21,2,Produto Errado,11,Atrasado
A420,WALMART-VALDIR ESPINOSA,2019-10-10,2019-10-20,BH,8,262.40000000000003,2019-10-15,2019-10-22,2,Produto Errado,12,Atrasado
A422,MAGAZINE LUIZA-MARCOS LEROY,2019-10-11,2019-10-21,BH,7,217.0,2019-10-23,2019-10-25,2,Produto Errado,14,Atrasado
A425,CASA E VIDEO-MARCOS LEROY,2019-10-12,2019-10-22,SP,7,223.99999999999997,2019-10-23,2019-10-24,3,Produto Errado,12,Atrasado
A427,MAGAZINE LUIZA-FELIPE SILVA,2019-10-13,2019-10-23,SP,1,49.2,2019-10-21,2019-10-23,0,S/ Devolu.,10,No Prazo
A428,CASAS BAHIA-LUIZ PARDAL,2019-10-13,2019-10-23,SP,4,198.00000000000006,2019-10-17,2019-10-18,3,Danificado,5,No Prazo
A429,AMERICANAS-FELIPE SILVA,2019-10-14,2019-10-24,RJ,5,163.0,2019-10-26,2019-11-01,2,Produto Errado,18,Atrasado
A430,CASAS BAHIA-JOÃO GOMES,2019-10-14,2019-10-24,RJ,15,742.5000000000001,2019-10-24,2019-11-01,1,Arrependimento,18,Atrasado
A432,MAGAZINE LUIZA-MARCOS LEROY,2019-10-15,2019-10-25,RJ,11,170.5,2019-10-19,2019-10-25,2,Danificado,10,No Prazo
A435,MAGAZINE LUIZA-MARCOS LEROY,2019-10-16,2019-10-26,RJ,8,393.6,2019-10-30,2019-11-01,8,Produto Errado,16,Atrasado
A437,CASAS BAHIA-JOÃO GOMES,2019-10-16,2019-10-26,RJ,7,315.0,2019-10-24,2019-11-04,4,Produto Errado,19,Atrasado
A442,MAGAZINE LUIZA-VALDIR ESPINOSA,2019-10-18,2019-10-28,BH,8,127.19999999999999,2019-10-22,2019-10-31,0,S/ Devolu.,13,Atrasado
A443,CASAS BAHIA-LUIZ PARDAL,2019-10-18,2019-10-28,RJ,13,217.10000000000008,2019-10-25,2019-11-04,0,S/ Devolu.,17,Atrasado
A446,CASAS BAHIA-MARCOS LEROY,2019-10-19,2019-10-29,RJ,10,166.00000000000006,2019-10-24,2019-11-02,1,Produto Errado,14,Atrasado
A448,CASAS BAHIA-FELIPE SILVA,2019-10-20,2019-10-30,BH,17,537.1999999999999,2019-10-24,2019-10-30,2,Danificado,10,No Prazo
A450,CASA E VIDEO-MARCOS LEROY,2019-10-20,2019-10-30,RJ,15,473.99999999999994,2019-10-27,2019-11-02,1,Arrependimento,13,Atrasado
A452,WALMART-FELIPE SILVA,2019-10-21,2019-10-31,SP,13,195.0,2019-10-26,2019-10-29,0,S/ Devolu.,8,No Prazo
A455,WALMART-MARCOS LEROY,2019-10-23,2019-11-02,BH,8,257.59999999999997,2019-10-24,2019-11-07,7,Danificado,15,Atrasado
A457,MAGAZINE LUIZA-FELIPE SILVA,2019-10-23,2019-11-02,RJ,4,132.00000000000003,2019-11-02,2019-11-05,1,Danificado,13,Atrasado
A461,AMERICANAS-FELIPE SILVA,2019-10-25,2019-11-04,SP,12,565.1999999999999,2019-10-31,2019-11-11,0,S/ Devolu.,17,Atrasado
A466,MAGAZINE LUIZA-LUIZ PARDAL,2019-10-26,2019-11-05,SP,11,511.5,2019-10-30,2019-11-04,0,S/ Devolu.,9,No Prazo
A467,AMERICANAS-TÚLIO SILVEIRA,2019-10-26,2019-11-05,SP,9,146.70000000000002,2019-11-02,2019-11-05,0,S/ Devolu.,10,No Prazo
A471,CASAS BAHIA-VALDIR ESPINOSA,2019-10-27,2019-11-06,SP,1,50.40000000000002,2019-10-29,2019-11-12,0,S/ Devolu.,16,Atrasado
A472,WALMART-MARCOS LEROY,2019-10-27,2019-11-06,SP,8,388.79999999999995,2019-10-30,2019-11-05,4,Danificado,9,No Prazo
A476,CASA E VIDEO-MARCOS LEROY,2019-10-28,2019-11-07,SP,13,202.79999999999998,2019-10-29,2019-11-14,3,Produto Errado,17,Atrasado
A481,WALMART-JOÃO GOMES,2019-10-30,2019-11-09,SP,8,400.8000000000002,2019-11-06,2019-11-07,2,Danificado,8,No Prazo
A482,WALMART-LUIZ PARDAL,2019-10-31,2019-11-10,BH,17,557.6,2019-11-06,2019-11-07,1,Danificado,7,No Prazo
A483,CASAS BAHIA-VALDIR ESPINOSA,2019-10-31,2019-11-10,SP,6,198.00000000000006,2019-11-04,2019-11-15,2,Danificado,15,Atrasado
A485,CASA E VIDEO-LUIZ PARDAL,2019-10-31,2019-11-10,SP,5,225.0,2019-11-03,2019-11-06,0,S/ Devolu.,6,No Prazo
A486,CASAS BAHIA-VALDIR ESPINOSA,2019-10-31,2019-11-10,RJ,20,334.0000000000001,2019-11-11,2019-11-15,0,S/ Devolu.,15,Atrasado
A489,CASAS BAHIA-VALDIR ESPINOSA,2019-11-01,2019-11-11,BH,1,48.599999999999994,2019-11-04,2019-11-14,1,Produto Errado,13,Atrasado
A490,MAGAZINE LUIZA-LUIZ PARDAL,2019-11-01,2019-11-11,BH,3,97.19999999999999,2019-11-02,2019-11-18,2,Danificado,17,Atrasado
A492,MAGAZINE LUIZA-JOÃO GOMES,2019-11-02,2019-11-12,BH,20,326.0,2019-11-05,2019-11-09,3,Danificado,7,No Prazo
A498,WALMART-MARCOS LEROY,2019-11-03,2019-11-13,RJ,16,505.59999999999997,2019-11-12,2019-11-15,14,Produto Errado,12,Atrasado
A499,MAGAZINE LUIZA-MARCOS LEROY,2019-11-03,2019-11-13,BH,11,175.99999999999997,2019-11-15,2019-11-18,2,Produto Errado,15,Atrasado
A501,MAGAZINE LUIZA-FELIPE SILVA,2019-11-03,2019-11-13,SP,8,408.0000000000002,2019-11-04,2019-11-19,4,Danificado,16,Atrasado
A502,CASAS BAHIA-LUIZ PARDAL,2019-11-03,2019-11-13,SP,11,537.9,2019-11-07,2019-11-09,0,S/ Devolu.,6,No Prazo
A503,MAGAZINE LUIZA-TÚLIO SILVEIRA,2019-11-03,2019-11-13,SP,18,282.59999999999997,2019-11-08,2019-11-14,2,Produto Errado,11,Atrasado
A504,WALMART-MARCOS LEROY,2019-11-04,2019-11-14,BH,15,465.0,2019-11-11,2019-11-21,1,Produto Errado,17,Atrasado
A505,CASAS BAHIA-LUIZ PARDAL,2019-11-04,2019-11-14,BH,2,63.99999999999999,2019-11-16,2019-11-18,0,S/ Devolu.,14,Atrasado
A508,CASA E VIDEO-MARCOS LEROY,2019-11-05,2019-11-15,SP,10,489.0,2019-11-20,2019-11-22,2,Produto Errado,17,Atrasado
A510,WALMART-TÚLIO SILVEIRA,2019-11-05,2019-11-15,SP,4,62.0,2019-11-13,2019-11-22,2,Arrependimento,17,Atrasado
A512,WALMART-TÚLIO SILVEIRA,2019-11-05,2019-11-15,SP,4,204.0000000000001,2019-11-13,2019-11-18,0,S/ Devolu.,13,Atrasado
A514,CASAS BAHIA-JOÃO GOMES,2019-11-07,2019-11-17,SP,8,128.79999999999998,2019-11-09,2019-11-23,2,Danificado,16,Atrasado
A515,MAGAZINE LUIZA-MARCOS LEROY,2019-11-07,2019-11-17,SP,18,842.4,2019-11-08,2019-11-15,1,Produto Errado,8,No Prazo
A519,CASAS BAHIA-VALDIR ESPINOSA,2019-11-08,2019-11-18,BH,11,541.2,2019-11-12,2019-11-25,4,Danificado,17,Atrasado
A521,WALMART-TÚLIO SILVEIRA,2019-11-08,2019-11-18,SP,9,302.40000000000015,2019-11-18,2019-11-22,0,S/ Devolu.,14,Atrasado
A524,CASA E VIDEO-TÚLIO SILVEIRA,2019-11-09,2019-11-19,SP,12,374.4,2019-11-13,2019-11-23,2,Produto Errado,14,Atrasado
A525,WALMART-JOÃO GOMES,2019-11-10,2019-11-20,RJ,12,376.79999999999995,2019-11-14,2019-11-20,1,Produto Errado,10,No Prazo
A530,CASAS BAHIA-LUIZ PARDAL,2019-11-12,2019-11-22,RJ,3,149.40000000000003,2019-11-16,2019-11-28,3,Danificado,16,Atrasado
A531,MAGAZINE LUIZA-MARCOS LEROY,2019-11-13,2019-11-23,SP,16,796.8000000000002,2019-11-14,2019-11-26,5,Produto Errado,13,Atrasado
A532,WALMART-JOÃO GOMES,2019-11-13,2019-11-23,SP,3,145.79999999999998,2019-11-19,2019-11-28,2,Produto Errado,15,Atrasado
A533,CASAS BAHIA-MARCOS LEROY,2019-11-13,2019-11-23,SP,17,270.29999999999995,2019-11-24,2019-11-25,2,Produto Errado,12,Atrasado
A536,CASAS BAHIA-VALDIR ESPINOSA,2019-11-14,2019-11-24,BH,16,744.0,2019-11-15,2019-11-26,0,S/ Devolu.,12,Atrasado
A538,MAGAZINE LUIZA-TÚLIO SILVEIRA,2019-11-15,2019-11-25,SP,20,318.0,2019-11-19,2019-11-20,1,Produto Errado,5,No Prazo
A539,WALMART-LUIZ PARDAL,2019-11-15,2019-11-25,RJ,1,16.3,2019-11-26,2019-11-27,0,S/ Devolu.,12,Atrasado
A542,WALMART-FELIPE SILVA,2019-11-16,2019-11-26,RJ,14,714.0000000000005,2019-11-30,2019-12-01,1,Produto Errado,15,Atrasado
A543,WALMART-LUIZ PARDAL,2019-11-16,2019-11-26,SP,8,130.4,2019-11-28,2019-11-30,3,Produto Errado,14,Atrasado
A544,WALMART-MARCOS LEROY,2019-11-16,2019-11-26,RJ,17,765.0,2019-11-20,2019-11-30,3,Danificado,14,Atrasado
A547,WALMART-LUIZ PARDAL,2019-11-17,2019-11-27,RJ,10,165.00000000000003,2019-11-19,2019-11-29,2,Danificado,12,Atrasado
A551,CASAS BAHIA-FELIPE SILVA,2019-11-18,2019-11-28,SP,19,883.5,2019-11-20,2019-11-21,0,S/ Devolu.,3,No Prazo
A552,CASAS BAHIA-MARCOS LEROY,2019-11-19,2019-11-29,BH,2,63.599999999999994,2019-11-23,2019-11-29,1,Produto Errado,10,No Prazo
A558,MAGAZINE LUIZA-TÚLIO SILVEIRA,2019-11-21,2019-12-01,BH,19,570.0,2019-11-24,2019-12-02,2,Produto Errado,11,Atrasado
A563,MAGAZINE LUIZA-VALDIR ESPINOSA,2019-11-22,2019-12-02,SP,18,302.40000000000015,2019-11-28,2019-12-05,0,S/ Devolu.,13,Atrasado
A564,WALMART-JOÃO GOMES,2019-11-23,2019-12-03,SP,8,135.20000000000007,2019-11-28,2019-12-10,0,S/ Devolu.,17,Atrasado
A565,WALMART-TÚLIO SILVEIRA,2019-11-23,2019-12-03,RJ,2,33.20000000000001,2019-11-29,2019-12-04,0,S/ Devolu.,11,Atrasado
A567,WALMART-TÚLIO SILVEIRA,2019-11-24,2019-12-04,BH,17,271.99999999999994,2019-11-26,2019-12-01,1,Produto Errado,7,No Prazo
A570,MAGAZINE LUIZA-FELIPE SILVA,2019-11-25,2019-12-05,RJ,15,498.00000000000017,2019-11-29,2019-12-08,0,S/ Devolu.,13,Atrasado
A572,WALMART-JOÃO GOMES,2019-11-25,2019-12-05,SP,7,315.0,2019-12-12,2019-12-13,2,Produto Errado,18,Atrasado
A574,MAGAZINE LUIZA-JOÃO GOMES,2019-11-26,2019-12-06,RJ,5,159.0,2019-11-30,2019-12-04,1,Danificado,8,No Prazo
A576,MAGAZINE LUIZA-FELIPE SILVA,2019-11-26,2019-12-06,BH,8,272.00000000000017,2019-12-02,2019-12-11,0,S/ Devolu.,15,Atrasado
A582,CASAS BAHIA-TÚLIO SILVEIRA,2019-11-28,2019-12-08,SP,14,651.0,2019-12-09,2019-12-11,0,S/ Devolu.,13,Atrasado
A584,MAGAZINE LUIZA-VALDIR ESPINOSA,2019-11-28,2019-12-08,BH,19,315.4000000000001,2019-12-07,2019-12-16,1,Arrependimento,18,Atrasado
A585,WALMART-VALDIR ESPINOSA,2019-11-29,2019-12-09,SP,18,853.1999999999999,2019-11-30,2019-12-09,3,Danificado,10,No Prazo
A594,WALMART-LUIZ PARDAL,2019-12-01,2019-12-11,RJ,11,172.7,2019-12-06,2019-12-07,3,Produto Errado,6,No Prazo
A598,CASAS BAHIA-FELIPE SILVA,2019-12-02,2019-12-12,RJ,6,306.00000000000017,2019-12-03,2019-12-14,1,Produto Errado,12,Atrasado
A600,CASAS BAHIA-LUIZ PARDAL,2019-12-03,2019-12-13,BH,15,482.99999999999994,2019-12-04,2019-12-12,2,Produto Errado,9,No Prazo
A601,CASAS BAHIA-JOÃO GOMES,2019-12-03,2019-12-13,SP,9,426.59999999999997,2019-12-06,2019-12-13,2,Arrependimento,10,No Prazo
A607,CASAS BAHIA-LUIZ PARDAL,2019-12-04,2019-12-14,RJ,10,450.0,2019-12-14,2019-12-15,2,Produto Errado,11,Atrasado
A610,WALMART-MARCOS LEROY,2019-12-05,2019-12-15,RJ,18,302.40000000000015,2019-12-23,2019-12-24,18,Danificado,19,Atrasado
A611,CASA E VIDEO-MARCOS LEROY,2019-12-05,2019-12-15,BH,10,319.99999999999994,2019-12-08,2019-12-10,4,Danificado,5,No Prazo
A613,WALMART-VALDIR ESPINOSA,2019-12-06,2019-12-16,BH,17,280.50000000000006,2019-12-09,2019-12-16,2,Produto Errado,10,No Prazo
A616,MAGAZINE LUIZA-LUIZ PARDAL,2019-12-07,2019-12-17,BH,16,744.0,2019-12-08,2019-12-13,0,S/ Devolu.,6,No Prazo
A619,WALMART-LUIZ PARDAL,2019-12-07,2019-12-17,SP,1,32.800000000000004,2019-12-11,2019-12-20,0,S/ Devolu.,13,Atrasado
A622,WALMART-FELIPE SILVA,2019-12-08,2019-12-18,RJ,5,252.0000000000001,2019-12-16,2019-12-23,1,Danificado,15,Atrasado
A624,MAGAZINE LUIZA-VALDIR ESPINOSA,2019-12-10,2019-12-20,RJ,10,328.00000000000006,2019-12-15,2019-12-26,4,Produto Errado,16,Atrasado
A625,CASA E VIDEO-VALDIR ESPINOSA,2019-12-10,2019-12-20,RJ,10,160.99999999999997,2019-12-16,2019-12-19,0,S/ Devolu.,9,No Prazo
A626,WALMART-MARCOS LEROY,2019-12-10,2019-12-20,BH,18,874.8,2019-12-15,2019-12-16,3,Produto Errado,6,No Prazo
A627,MAGAZINE LUIZA-VALDIR ESPINOSA,2019-12-10,2019-12-20,BH,6,100.80000000000004,2019-12-19,2019-12-24,3,Danificado,14,Atrasado
A634,WALMART-MARCOS LEROY,2019-12-12,2019-12-22,RJ,8,267.2000000000001,2019-12-16,2019-12-27,1,Produto Errado,15,Atrasado
A635,MAGAZINE LUIZA-LUIZ PARDAL,2019-12-12,2019-12-22,SP,12,398.4000000000001,2019-12-23,2019-12-25,0,S/ Devolu.,13,Atrasado
A637,MAGAZINE LUIZA-VALDIR ESPINOSA,2019-12-13,2019-12-23,SP,19,906.3,2019-12-22,2019-12-28,3,Produto Errado,15,Atrasado
A638,MAGAZINE LUIZA-LUIZ PARDAL,2019-12-13,2019-12-23,SP,6,300.60000000000014,2019-12-22,2019-12-24,3,Produto Errado,11,Atrasado
A639,MAGAZINE LUIZA-LUIZ PARDAL,2019-12-13,2019-12-23,SP,11,351.99999999999994,2019-12-17,2019-12-22,1,Danificado,9,No Prazo
A641,AMERICANAS-LUIZ PARDAL,2019-12-14,2019-12-24,BH,4,63.99999999999999,2019-12-29,2019-12-30,0,S/ Devolu.,16,Atrasado
A643,WALMART-LUIZ PARDAL,2019-12-14,2019-12-24,RJ,10,486.0,2019-12-19,2019-12-22,3,Danificado,8,No Prazo
A644,AMERICANAS-TÚLIO SILVEIRA,2019-12-15,2019-12-25,BH,6,297.00000000000006,2019-12-17,2019-12-28,2,Produto Errado,13,Atrasado
A647,CASAS BAHIA-JOÃO GOMES,2019-12-15,2019-12-25,BH,1,46.8,2019-12-20,2019-12-23,0,S/ Devolu.,8,No Prazo
A650,CASAS BAHIA-MARCOS LEROY,2019-12-16,2019-12-26,SP,3,51.00000000000003,2019-12-18,2019-12-22,1,Danificado,6,No Prazo
A654,WALMART-VALDIR ESPINOSA,2019-12-18,2019-12-28,BH,1,48.3,2019-12-20,2019-12-30,1,Produto Errado,12,Atrasado
A656,CASAS BAHIA-FELIPE SILVA,2019-12-18,2019-12-28,BH,14,705.6000000000004,2019-12-22,2020-01-04,0,S/ Devolu.,17,Atrasado
A658,CASAS BAHIA-MARCOS LEROY,2019-12-19,2019-12-29,BH,3,48.599999999999994,2019-12-30,2020-01-01,3,Danificado,13,Atrasado
A660,MAGAZINE LUIZA-LUIZ PARDAL,2019-12-20,2019-12-30,SP,12,572.4,2019-12-29,2020-01-03,0,S/ Devolu.,14,Atrasado
A664,CASAS BAHIA-MARCOS LEROY,2019-12-20,2019-12-30,BH,2,101.40000000000006,2019-12-27,2019-12-30,1,Produto Errado,10,No Prazo
A666,CASAS BAHIA-TÚLIO SILVEIRA,2019-12-21,2019-12-31,BH,3,48.900000000000006,2019-12-27,2019-12-28,1,Danificado,7,No Prazo
A668,WALMART-VALDIR ESPINOSA,2019-12-21,2019-12-31,SP,18,608.4000000000003,2019-12-25,2019-12-28,2,Produto Errado,7,No Prazo
A669,CASAS BAHIA-MARCOS LEROY,2019-12-22,2020-01-01,RJ,14,210.0,2019-12-23,2019-12-31,4,Arrependimento,9,No Prazo
A673,MAGAZINE LUIZA-VALDIR ESPINOSA,2019-12-22,2020-01-01,RJ,7,110.6,2019-12-26,2020-01-07,1,Danificado,16,Atrasado
A674,MAGAZINE LUIZA-LUIZ PARDAL,2019-12-22,2020-01-01,SP,14,651.0,2019-12-30,2020-01-03,1,Arrependimento,12,Atrasado
A677,AMERICANAS-TÚLIO SILVEIRA,2019-12-23,2020-01-02,BH,4,64.8,2019-12-29,2020-01-04,1,Danificado,12,Atrasado
A678,WALMART-MARCOS LEROY,2019-12-23,2020-01-02,BH,8,120.0,2019-12-31,2020-01-02,1,Produto Errado,10,No Prazo
A682,MAGAZINE LUIZA-FELIPE SILVA,2019-12-24,2020-01-03,BH,3,49.80000000000001,2019-12-26,2019-12-28,3,Danificado,4,No Prazo
A683,MAGAZINE LUIZA-JOÃO GOMES,2019-12-26,2020-01-05,RJ,16,767.9999999999999,2020-01-09,2020-01-10,1,Danificado,15,Atrasado
A684,WALMART-VALDIR ESPINOSA,2019-12-26,2020-01-05,RJ,18,306.00000000000017,2019-12-28,2020-01-11,1,Produto Errado,16,Atrasado
A685,CASA E VIDEO-LUIZ PARDAL,2019-12-26,2020-01-05,RJ,20,660.0000000000001,2019-12-29,2020-01-07,3,Produto Errado,12,Atrasado
A686,CASAS BAHIA-TÚLIO SILVEIRA,2019-12-26,2020-01-05,BH,16,515.1999999999999,2020-01-02,2020-01-12,0,S/ Devolu.,17,Atrasado
A691,MAGAZINE LUIZA-FELIPE SILVA,2019-12-28,2020-01-07,BH,3,49.500000000000014,2020-01-04,2020-01-11,2,Danificado,14,Atrasado
A692,CASAS BAHIA-MARCOS LEROY,2019-12-28,2020-01-07,SP,16,264.00000000000006,2020-01-04,2020-01-06,1,Produto Errado,9,No Prazo
A695,CASAS BAHIA-MARCOS LEROY,2019-12-29,2020-01-08,SP,18,885.6000000000001,2020-01-04,2020-01-15,13,Danificado,17,Atrasado
A696,CASAS BAHIA-JOÃO GOMES,2019-12-29,2020-01-08,RJ,17,836.4000000000001,2019-12-30,2020-01-09,3,Produto Errado,11,Atrasado
A697,CASAS BAHIA-FELIPE SILVA,2019-12-29,2020-01-08,BH,7,233.8000000000001,2019-12-31,2020-01-06,3,Produto Errado,8,No Prazo
A700,MAGAZINE LUIZA-MARCOS LEROY,2019-12-30,2020-01-09,SP,12,565.1999999999999,2020-01-04,2020-01-08,2,Produto Errado,9,No Prazo
A702,CASAS BAHIA-FELIPE SILVA,2019-12-31,2020-01-10,RJ,20,936.0,2020-01-03,2020-01-14,3,Produto Errado,14,Atrasado
A707,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-01-01,2020-01-11,BH,7,105.0,2020-01-04,2020-01-06,2,Produto Errado,5,No Prazo
A708,WALMART-JOÃO GOMES,2020-01-02,2020-01-12,SP,9,151.20000000000007,2020-01-03,2020-01-06,2,Danificado,4,No Prazo
A713,CASAS BAHIA-MARCOS LEROY,2020-01-02,2020-01-12,RJ,17,765.0,2020-01-13,2020-01-17,1,Produto Errado,15,Atrasado
A714,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-01-02,2020-01-12,SP,13,405.59999999999997,2020-01-03,2020-01-07,0,S/ Devolu.,5,No Prazo
A716,AMERICANAS-JOÃO GOMES,2020-01-04,2020-01-14,SP,10,156.0,2020-01-17,2020-01-18,1,Produto Errado,14,Atrasado
A717,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-01-04,2020-01-14,SP,15,252.0000000000001,2020-01-10,2020-01-13,2,Produto Errado,9,No Prazo
A718,WALMART-VALDIR ESPINOSA,2020-01-04,2020-01-14,SP,18,597.6000000000001,2020-01-10,2020-01-18,0,S/ Devolu.,14,Atrasado
A720,WALMART-TÚLIO SILVEIRA,2020-01-05,2020-01-15,RJ,6,188.39999999999998,2020-01-16,2020-01-17,3,Danificado,12,Atrasado
A721,WALMART-LUIZ PARDAL,2020-01-05,2020-01-15,BH,12,372.0,2020-01-10,2020-01-15,2,Produto Errado,10,No Prazo
A723,CASAS BAHIA-VALDIR ESPINOSA,2020-01-06,2020-01-16,SP,3,93.0,2020-01-14,2020-01-19,3,Produto Errado,13,Atrasado
A729,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-01-07,2020-01-17,SP,16,816.0000000000005,2020-01-10,2020-01-22,3,Produto Errado,15,Atrasado
A730,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-01-07,2020-01-17,SP,2,95.39999999999999,2020-01-15,2020-01-18,2,Produto Errado,11,Atrasado
A732,CASA E VIDEO-JOÃO GOMES,2020-01-07,2020-01-17,BH,2,62.4,2020-01-19,2020-01-21,1,Danificado,14,Atrasado
A734,WALMART-TÚLIO SILVEIRA,2020-01-07,2020-01-17,BH,15,244.5,2020-01-10,2020-01-13,3,Produto Errado,6,No Prazo
A737,WALMART-LUIZ PARDAL,2020-01-08,2020-01-18,SP,14,688.8000000000001,2020-01-13,2020-01-17,3,Danificado,9,No Prazo
A739,CASAS BAHIA-LUIZ PARDAL,2020-01-09,2020-01-19,SP,18,561.6,2020-01-12,2020-01-26,2,Danificado,17,Atrasado
A742,WALMART-TÚLIO SILVEIRA,2020-01-10,2020-01-20,RJ,15,760.5000000000005,2020-01-16,2020-01-26,2,Danificado,16,Atrasado
A746,CASAS BAHIA-LUIZ PARDAL,2020-01-11,2020-01-21,RJ,19,889.1999999999999,2020-01-18,2020-01-19,0,S/ Devolu.,8,No Prazo
A747,CASAS BAHIA-FELIPE SILVA,2020-01-11,2020-01-21,SP,18,896.4000000000003,2020-01-16,2020-01-26,0,S/ Devolu.,15,Atrasado
A751,CASAS BAHIA-TÚLIO SILVEIRA,2020-01-13,2020-01-23,SP,17,275.4,2020-01-29,2020-01-30,0,S/ Devolu.,17,Atrasado
A753,WALMART-FELIPE SILVA,2020-01-13,2020-01-23,SP,12,568.8,2020-01-23,2020-01-24,2,Produto Errado,11,Atrasado
A764,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-01-14,2020-01-24,SP,20,332.0000000000001,2020-01-16,2020-01-27,1,Danificado,13,Atrasado
A765,WALMART-LUIZ PARDAL,2020-01-15,2020-01-25,SP,10,170.0000000000001,2020-01-18,2020-01-30,1,Danificado,15,Atrasado
A771,AMERICANAS-LUIZ PARDAL,2020-01-17,2020-01-27,RJ,1,47.4,2020-01-23,2020-02-04,1,Danificado,18,Atrasado
A772,WALMART-MARCOS LEROY,2020-01-17,2020-01-27,RJ,8,254.39999999999998,2020-01-20,2020-01-22,6,Danificado,5,No Prazo
A775,CASAS BAHIA-TÚLIO SILVEIRA,2020-01-18,2020-01-28,RJ,4,201.60000000000008,2020-01-20,2020-01-22,1,Arrependimento,4,No Prazo
A776,MAGAZINE LUIZA-FELIPE SILVA,2020-01-19,2020-01-29,BH,19,600.4,2020-01-21,2020-02-04,3,Produto Errado,16,Atrasado
A779,CASAS BAHIA-LUIZ PARDAL,2020-01-20,2020-01-30,RJ,5,252.0000000000001,2020-01-21,2020-01-30,2,Produto Errado,10,No Prazo
A780,MAGAZINE LUIZA-JOÃO GOMES,2020-01-20,2020-01-30,SP,16,502.4,2020-01-22,2020-01-28,3,Danificado,8,No Prazo
A785,CASAS BAHIA-LUIZ PARDAL,2020-01-21,2020-01-31,BH,2,62.4,2020-01-23,2020-01-24,1,Produto Errado,3,No Prazo
A789,MAGAZINE LUIZA-JOÃO GOMES,2020-01-21,2020-01-31,SP,1,16.700000000000006,2020-02-02,2020-02-08,1,Produto Errado,18,Atrasado
A791,CASAS BAHIA-MARCOS LEROY,2020-01-22,2020-02-01,RJ,13,217.10000000000008,2020-01-26,2020-02-03,3,Produto Errado,12,Atrasado
A794,CASAS BAHIA-TÚLIO SILVEIRA,2020-01-22,2020-02-01,BH,14,223.99999999999997,2020-02-03,2020-02-06,1,Produto Errado,15,Atrasado
A795,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-01-23,2020-02-02,SP,3,96.6,2020-02-01,2020-02-02,0,S/ Devolu.,10,No Prazo
A797,AMERICANAS-VALDIR ESPINOSA,2020-01-23,2020-02-02,RJ,6,199.20000000000005,2020-01-26,2020-02-03,1,Danificado,11,Atrasado
A798,CASAS BAHIA-FELIPE SILVA,2020-01-24,2020-02-03,RJ,18,869.3999999999999,2020-01-31,2020-02-05,0,S/ Devolu.,12,Atrasado
A803,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-01-24,2020-02-03,BH,10,473.99999999999994,2020-01-29,2020-01-30,4,Arrependimento,6,No Prazo
A804,WALMART-MARCOS LEROY,2020-01-25,2020-02-04,BH,3,50.70000000000003,2020-02-06,2020-02-08,3,Danificado,14,Atrasado
A805,CASAS BAHIA-VALDIR ESPINOSA,2020-01-25,2020-02-04,BH,3,146.70000000000002,2020-02-02,2020-02-04,0,S/ Devolu.,10,No Prazo
A806,WALMART-JOÃO GOMES,2020-01-25,2020-02-04,SP,4,128.79999999999998,2020-01-29,2020-02-12,2,Danificado,18,Atrasado
A808,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-01-25,2020-02-04,RJ,2,62.8,2020-02-03,2020-02-05,0,S/ Devolu.,11,Atrasado
A810,CASAS BAHIA-VALDIR ESPINOSA,2020-01-26,2020-02-05,RJ,12,604.8000000000003,2020-01-30,2020-02-10,0,S/ Devolu.,15,Atrasado
A811,WALMART-JOÃO GOMES,2020-01-26,2020-02-05,RJ,16,257.59999999999997,2020-02-05,2020-02-06,15,Danificado,11,Atrasado
A813,CASA E VIDEO-FELIPE SILVA,2020-01-26,2020-02-05,SP,11,363.00000000000006,2020-02-02,2020-02-05,0,S/ Devolu.,10,No Prazo
A814,WALMART-MARCOS LEROY,2020-01-26,2020-02-05,BH,13,221.00000000000014,2020-01-30,2020-02-05,1,Produto Errado,10,No Prazo
A817,MAGAZINE LUIZA-MARCOS LEROY,2020-01-27,2020-02-06,BH,5,83.00000000000003,2020-02-07,2020-02-11,1,Produto Errado,15,Atrasado
A823,CASAS BAHIA-LUIZ PARDAL,2020-01-28,2020-02-07,BH,1,16.600000000000005,2020-02-01,2020-02-07,1,Danificado,10,No Prazo
